lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,no_of_week_nights,market_segment_type,no_of_weekend_nights,no_of_adults,room_type_reserved,booking_status
4.6913478822291435,0.6931471805599453,4.584967478670572,12,24,1.3862943611198906,4,1.0986122886681098,2,0,0
3.6109179126442243,0.0,4.634728988229636,12,26,1.3862943611198906,4,0.6931471805599453,2,0,0
3.8066624897703196,0.0,4.330733340286331,2,17,1.3862943611198906,3,0.0,2,0,1
4.382026634673881,0.6931471805599453,4.480740107609915,3,28,1.0986122886681098,4,0.6931471805599453,2,0,1
5.030437921392435,1.0986122886681098,4.75039543814087,7,21,1.791759469228055,4,1.0986122886681098,2,2,0
4.23410650459726,0.0,4.07753744390572,9,29,1.0986122886681098,3,0.0,1,0,1
2.3978952727983707,0.6931471805599453,4.730303916744857,6,21,1.3862943611198906,4,0.0,2,0,1
5.820082930352362,0.0,4.3694478524670215,9,21,1.6094379124341003,3,0.6931471805599453,2,0,1
2.302585092994046,0.6931471805599453,5.0106352940962555,10,6,1.0986122886681098,4,0.0,2,0,1
0.6931471805599453,0.0,4.330733340286331,11,29,0.6931471805599453,3,0.0,1,0,1
5.41610040220442,0.6931471805599453,4.52124495105033,8,21,1.3862943611198906,4,1.0986122886681098,2,0,1
4.90527477843843,0.0,4.5591262474866845,5,17,1.3862943611198906,4,0.0,2,0,0
3.8066624897703196,0.6931471805599453,4.640537329825382,10,2,0.0,4,1.0986122886681098,1,0,1
0.6931471805599453,0.0,4.219507705176107,6,1,0.6931471805599453,2,0.0,1,0,1
3.713572066704308,0.0,4.860587297852597,6,27,1.0986122886681098,4,0.6931471805599453,2,0,0
3.871201010907891,0.0,4.647079589065301,4,1,1.0986122886681098,4,1.0986122886681098,2,2,1
2.4849066497880004,0.6931471805599453,4.830950258623431,6,21,1.3862943611198906,4,0.0,2,0,1
4.736198448394496,0.0,4.61512051684126,5,31,1.3862943611198906,2,0.0,1,0,0
4.499809670330265,0.6931471805599453,4.858260813670253,7,14,1.0986122886681098,4,0.0,2,2,0
3.1354942159291497,0.0,4.948759890378168,5,20,1.0986122886681098,3,0.0,2,0,1
5.075173815233827,0.0,5.240953049158466,5,26,1.3862943611198906,4,0.0,1,4,0
1.3862943611198906,0.0,4.858260813670253,4,29,0.6931471805599453,3,0.0,1,2,1
2.9444389791664403,1.0986122886681098,4.804021044733257,6,8,1.0986122886681098,4,0.0,2,0,1
3.4657359027997265,0.6931471805599453,5.422303346329028,8,25,0.6931471805599453,4,0.0,3,4,1
3.7612001156935624,0.0,4.9783186926197125,8,29,1.3862943611198906,4,0.6931471805599453,3,2,0
4.727387818712341,0.6931471805599453,4.795790545596741,6,2,1.3862943611198906,4,0.0,2,0,0
3.912023005428146,0.0,4.52655978540618,2,22,1.791759469228055,3,1.0986122886681098,2,3,0
4.5217885770490405,0.0,4.330733340286331,9,30,1.0986122886681098,3,0.6931471805599453,1,0,1
2.772588722239781,0.0,4.718498871295094,12,3,0.6931471805599453,4,0.0,2,0,1
0.6931471805599453,0.0,4.406719247264253,12,14,0.0,4,0.6931471805599453,1,0,1
4.634728988229636,0.0,4.07753744390572,3,25,1.0986122886681098,3,1.0986122886681098,2,0,1
4.90527477843843,0.0,4.189654742026425,12,4,1.0986122886681098,3,1.0986122886681098,2,0,1
3.5553480614894135,0.0,4.0943445622221,1,26,0.6931471805599453,2,0.0,1,0,1
5.3471075307174685,0.6931471805599453,4.416065676897304,4,25,1.0986122886681098,4,0.6931471805599453,2,0,1
2.70805020110221,0.0,4.423648309364701,3,16,0.6931471805599453,3,0.0,1,0,1
0.0,0.6931471805599453,4.30406509320417,12,5,0.6931471805599453,4,0.6931471805599453,2,1,1
0.6931471805599453,0.6931471805599453,4.674696248636701,9,29,0.6931471805599453,4,0.0,2,0,1
3.9318256327243257,1.0986122886681098,4.58700621536042,10,9,0.0,4,0.6931471805599453,2,0,1
4.7535901911063645,0.0,4.343805421853684,2,27,1.3862943611198906,3,1.0986122886681098,1,0,1
3.6888794541139363,0.0,4.700480365792417,8,14,1.0986122886681098,3,0.0,2,0,1
5.7430031878094825,1.0986122886681098,2.302585092994046,11,10,1.0986122886681098,1,0.0,2,2,1
4.605170185988092,1.0986122886681098,4.96109484853612,7,18,1.3862943611198906,4,0.6931471805599453,2,0,1
3.044522437723423,0.0,4.189654742026425,10,11,0.6931471805599453,2,1.0986122886681098,1,0,1
4.727387818712341,0.6931471805599453,4.778282803696737,8,16,1.0986122886681098,4,0.0,2,0,1
4.060443010546419,0.0,4.785823685681349,4,22,1.0986122886681098,4,0.0,2,2,0
5.71042701737487,0.6931471805599453,4.7535901911063645,7,30,0.6931471805599453,3,0.6931471805599453,2,0,0
4.442651256490317,1.3862943611198906,4.785823685681349,10,3,0.6931471805599453,4,0.6931471805599453,2,0,1
5.10594547390058,0.0,4.61512051684126,10,2,1.0986122886681098,3,0.0,1,0,1
4.007333185232471,0.6931471805599453,4.596129441335942,12,20,1.3862943611198906,3,0.0,3,0,1
3.9512437185814275,0.0,4.674696248636701,4,1,1.0986122886681098,4,0.6931471805599453,2,2,1
1.791759469228055,1.0986122886681098,4.51085950651685,8,10,1.791759469228055,4,0.6931471805599453,2,0,1
4.770684624465665,0.6931471805599453,4.5591262474866845,5,3,1.0986122886681098,4,0.0,2,0,1
4.663439094112067,0.0,4.709530201312334,10,12,1.0986122886681098,3,0.6931471805599453,2,0,0
3.4965075614664802,0.6931471805599453,4.875197323201151,11,11,1.0986122886681098,4,0.0,2,0,0
5.438079308923196,0.0,4.502583597212991,10,22,1.0986122886681098,4,1.0986122886681098,2,0,0
3.258096538021482,0.0,4.9911806062621205,5,31,1.6094379124341003,4,0.0,2,2,0
5.198497031265826,0.0,4.403665809777363,5,23,1.791759469228055,3,0.6931471805599453,2,0,1
3.4657359027997265,0.0,4.219507705176107,11,13,1.0986122886681098,2,1.0986122886681098,1,0,1
1.0986122886681098,0.6931471805599453,4.343805421853684,1,4,0.0,4,0.6931471805599453,1,0,1
5.241747015059643,0.0,4.875197323201151,6,15,1.0986122886681098,4,0.0,1,0,0
4.605170185988092,0.6931471805599453,4.460144413937834,4,8,1.0986122886681098,4,0.0,2,1,0
4.007333185232471,0.6931471805599453,4.328098292648326,11,18,1.0986122886681098,4,1.0986122886681098,2,0,1
3.4011973816621555,0.0,4.618382517460226,3,12,1.6094379124341003,4,1.0986122886681098,2,2,1
4.653960350157523,0.6931471805599453,4.919250732294404,5,17,1.3862943611198906,4,0.0,2,0,1
1.0986122886681098,0.0,5.056245805348308,7,30,0.6931471805599453,4,0.0,2,2,1
3.332204510175204,0.0,5.034807446067241,6,26,0.6931471805599453,4,1.0986122886681098,2,2,0
3.4965075614664802,0.0,4.808111029984782,4,11,0.0,4,0.6931471805599453,2,0,0
3.713572066704308,1.0986122886681098,4.596129441335942,3,10,1.3862943611198906,4,0.6931471805599453,2,0,1
2.995732273553991,0.0,4.51085950651685,10,6,1.3862943611198906,3,0.0,2,0,1
4.330733340286331,1.3862943611198906,5.064176061024286,11,7,1.0986122886681098,4,0.6931471805599453,3,0,1
5.081404364984463,0.0,4.2626798770413155,12,30,1.3862943611198906,3,0.0,2,0,1
4.634728988229636,0.0,4.700480365792417,10,16,1.0986122886681098,3,0.0,2,0,1
0.6931471805599453,0.6931471805599453,4.624972813284271,4,8,0.6931471805599453,4,0.0,2,0,1
3.6888794541139363,0.0,4.417635062141249,3,14,1.0986122886681098,4,0.6931471805599453,2,0,1
4.48863636973214,0.0,4.574710978503383,5,3,1.3862943611198906,3,0.0,1,0,1
5.075173815233827,0.6931471805599453,4.897541247926004,7,22,1.791759469228055,4,1.0986122886681098,2,0,0
2.995732273553991,1.0986122886681098,4.328098292648326,11,24,1.3862943611198906,4,0.6931471805599453,2,0,1
5.583496308781699,0.6931471805599453,4.7535901911063645,6,24,1.0986122886681098,3,0.0,2,0,0
4.007333185232471,1.0986122886681098,4.657762636107262,3,31,1.3862943611198906,4,0.0,2,2,1
5.849324779946859,0.6931471805599453,4.7535901911063645,9,13,1.0986122886681098,3,0.0,2,0,0
4.30406509320417,0.6931471805599453,4.794550107149492,5,12,1.3862943611198906,4,1.0986122886681098,2,0,1
4.04305126783455,0.0,4.795790545596741,6,8,0.6931471805599453,3,0.0,2,0,1
3.1780538303479458,0.0,4.382026634673881,1,2,0.6931471805599453,3,1.0986122886681098,1,0,1
3.784189633918261,1.3862943611198906,4.577798989191959,10,29,1.3862943611198906,4,0.0,2,0,1
3.091042453358316,0.6931471805599453,4.07753744390572,12,25,1.3862943611198906,3,1.0986122886681098,2,0,1
5.087596335232384,1.0986122886681098,4.751432692966343,7,27,1.6094379124341003,4,0.0,2,0,0
2.995732273553991,0.0,4.394449154672439,10,6,1.3862943611198906,3,0.0,1,0,1
4.574710978503383,0.0,4.1705337005796475,8,27,0.6931471805599453,3,1.0986122886681098,2,0,1
4.8283137373023015,1.3862943611198906,4.990636647589566,11,6,1.0986122886681098,4,1.0986122886681098,1,0,1
3.828641396489095,0.0,4.7318028369214575,4,7,0.6931471805599453,4,0.0,1,0,0
2.302585092994046,0.6931471805599453,4.882801922586371,4,12,0.6931471805599453,4,0.0,2,0,1
4.248495242049359,0.6931471805599453,5.159055299214529,11,7,1.3862943611198906,4,0.6931471805599453,1,0,0
2.9444389791664403,0.0,5.017279836814924,6,17,1.0986122886681098,4,0.0,2,0,0
5.099866427824199,0.0,4.623010104116422,10,5,1.3862943611198906,3,0.0,1,0,0
5.19295685089021,0.6931471805599453,4.215972050343799,7,4,1.6094379124341003,4,0.6931471805599453,1,0,1
3.6888794541139363,0.0,5.297817241506355,7,20,1.0986122886681098,4,0.0,2,4,0
5.3981627015177525,0.0,5.153291594497779,9,17,0.6931471805599453,3,1.0986122886681098,2,0,0
5.214935757608986,0.0,4.596129441335942,10,11,0.6931471805599453,4,0.0,1,0,0
3.4339872044851463,0.0,4.493120682179469,3,4,1.0986122886681098,4,0.0,2,0,1
5.568344503761097,1.0986122886681098,4.52124495105033,10,13,1.3862943611198906,3,0.0,2,2,1
3.784189633918261,0.0,0.0,10,23,0.6931471805599453,4,0.0,2,0,1
5.455321115357702,0.0,4.51085950651685,10,14,1.0986122886681098,3,0.6931471805599453,2,0,0
4.624972813284271,0.0,4.6491870714048655,7,3,1.791759469228055,4,1.0986122886681098,1,0,0
1.6094379124341003,0.6931471805599453,4.672828834461906,8,19,1.0986122886681098,4,0.0,2,0,1
5.267858159063328,0.0,4.189654742026425,10,15,1.3862943611198906,3,0.0,2,0,0
2.0794415416798357,0.6931471805599453,4.390366758948883,1,20,1.3862943611198906,4,0.0,2,0,1
4.290459441148391,0.6931471805599453,4.2227377769905,3,31,1.3862943611198906,4,0.0,2,0,1
3.58351893845611,0.6931471805599453,4.350277936359301,10,26,0.6931471805599453,3,0.6931471805599453,2,0,1
4.007333185232471,0.0,4.189654742026425,11,18,0.6931471805599453,2,0.0,1,0,1
4.219507705176107,0.6931471805599453,4.328098292648326,12,17,1.9459101490553132,4,1.0986122886681098,2,0,1
5.204006687076795,0.0,4.795790545596741,10,11,1.0986122886681098,4,0.0,1,0,0
0.6931471805599453,0.0,0.0,11,10,0.6931471805599453,1,0.0,1,0,1
0.6931471805599453,0.0,4.5217885770490405,11,17,0.6931471805599453,4,0.0,1,0,1
4.564348191467836,0.6931471805599453,4.679442430362679,6,4,0.6931471805599453,4,0.0,2,0,1
4.248495242049359,0.0,4.666265285347902,4,27,1.0986122886681098,4,0.0,2,0,0
3.2188758248682006,0.6931471805599453,4.675908200493433,12,7,1.3862943611198906,4,0.0,2,0,1
4.418840607796598,0.6931471805599453,4.319486116198983,4,25,0.0,4,0.6931471805599453,2,0,0
4.795790545596741,0.6931471805599453,4.6491870714048655,5,2,0.6931471805599453,4,0.6931471805599453,2,0,1
2.772588722239781,0.0,4.675908200493433,4,15,1.0986122886681098,4,0.6931471805599453,2,0,0
2.1972245773362196,0.6931471805599453,4.836281906951478,3,18,1.0986122886681098,4,0.0,2,0,1
1.0986122886681098,0.6931471805599453,4.465908118654584,12,14,1.3862943611198906,2,0.0,2,0,1
3.295836866004329,1.0986122886681098,5.13885259189701,9,28,1.6094379124341003,4,0.6931471805599453,3,5,0
4.382026634673881,0.0,4.350277936359301,3,21,1.0986122886681098,4,0.6931471805599453,2,0,1
5.680172609017068,0.6931471805599453,5.10370053165993,10,23,1.6094379124341003,4,1.0986122886681098,2,1,0
4.672828834461906,0.0,4.694096395182493,7,11,1.0986122886681098,4,0.6931471805599453,2,0,0
1.791759469228055,0.0,4.564348191467836,6,20,0.0,2,0.6931471805599453,1,0,1
5.198497031265826,0.0,4.577798989191959,8,28,0.0,4,1.0986122886681098,2,0,0
2.8903717578961645,0.6931471805599453,4.919980925828125,8,19,1.0986122886681098,4,0.0,2,0,0
4.23410650459726,0.0,4.821651594428751,7,16,1.791759469228055,4,1.0986122886681098,2,2,0
3.6109179126442243,0.6931471805599453,4.919250732294404,8,14,0.0,4,1.0986122886681098,2,0,1
4.962844630259907,0.0,4.970507503005476,9,20,1.791759469228055,4,0.6931471805599453,2,2,0
4.532599493153256,0.0,4.505902184329423,9,12,1.0986122886681098,3,1.0986122886681098,2,0,1
5.030437921392435,0.6931471805599453,4.351309662011821,5,2,1.3862943611198906,4,0.6931471805599453,2,0,0
5.099866427824199,0.6931471805599453,4.309052634715209,4,9,1.791759469228055,4,1.0986122886681098,1,0,1
1.3862943611198906,0.6931471805599453,4.5217885770490405,5,21,0.6931471805599453,3,0.6931471805599453,1,0,1
5.236441962829949,0.0,4.57522630961502,8,28,1.791759469228055,4,1.0986122886681098,2,0,0
4.605170185988092,1.0986122886681098,5.08821342874163,11,7,1.0986122886681098,4,0.6931471805599453,2,0,1
0.0,0.6931471805599453,4.584967478670572,6,23,0.6931471805599453,4,0.0,2,0,1
4.919980925828125,0.6931471805599453,4.520701029361642,8,26,1.0986122886681098,4,0.0,1,0,1
2.833213344056216,0.6931471805599453,4.577284982498556,12,5,0.6931471805599453,4,0.6931471805599453,2,1,1
2.8903717578961645,1.0986122886681098,4.859812404361672,9,15,1.0986122886681098,4,0.0,2,0,1
4.663439094112067,0.0,4.330733340286331,4,6,0.6931471805599453,3,0.0,2,0,0
3.9889840465642745,0.0,5.0072963928307415,7,9,0.6931471805599453,4,0.6931471805599453,3,2,0
2.70805020110221,0.6931471805599453,4.477336814478207,11,4,0.6931471805599453,4,0.0,2,0,0
3.871201010907891,0.0,4.795790545596741,4,28,1.3862943611198906,4,0.0,2,0,1
4.330733340286331,0.0,4.403665809777363,9,17,0.6931471805599453,3,0.6931471805599453,2,0,1
4.430816798843313,0.0,4.437816056315923,5,18,1.0986122886681098,4,0.0,1,0,1
4.276666119016055,0.0,4.758749273916392,6,1,1.6094379124341003,3,0.6931471805599453,3,2,0
3.58351893845611,1.3862943611198906,4.9344739331306915,10,9,0.6931471805599453,4,1.0986122886681098,2,0,1
5.680172609017068,0.0,4.727387818712341,7,21,1.0986122886681098,3,0.0,2,0,0
5.438079308923196,0.6931471805599453,4.577798989191959,8,5,1.0986122886681098,4,0.6931471805599453,2,0,1
5.655991810819852,0.0,4.61512051684126,10,3,1.3862943611198906,3,0.6931471805599453,2,0,0
3.784189633918261,1.0986122886681098,4.702296896718814,4,28,1.3862943611198906,4,0.0,2,0,1
2.6390573296152584,0.0,4.890123538868615,10,22,1.791759469228055,3,1.0986122886681098,2,0,1
1.3862943611198906,1.0986122886681098,4.189654742026425,11,20,1.3862943611198906,2,1.0986122886681098,1,0,1
4.718498871295094,0.0,4.795790545596741,10,10,0.0,3,0.6931471805599453,1,0,0
5.267858159063328,0.0,5.0826458300725275,12,29,1.3862943611198906,4,0.0,2,4,1
4.6443908991413725,0.6931471805599453,4.932313327320786,7,14,1.3862943611198906,4,0.0,3,2,1
2.995732273553991,0.6931471805599453,4.81014976667463,10,1,1.3862943611198906,4,0.6931471805599453,2,2,1
0.0,1.0986122886681098,4.7140245909001735,1,30,0.6931471805599453,4,0.6931471805599453,2,0,1
4.77912349311153,0.0,4.709530201312334,6,6,1.3862943611198906,3,0.6931471805599453,1,0,1
2.833213344056216,0.6931471805599453,4.731097742585882,6,4,0.6931471805599453,4,0.6931471805599453,2,2,1
4.382026634673881,0.6931471805599453,4.231930225174664,4,4,1.791759469228055,4,0.6931471805599453,2,0,1
3.9512437185814275,0.0,4.822697998516666,4,14,1.0986122886681098,4,0.0,1,2,0
0.0,0.0,5.003946305945459,8,19,1.0986122886681098,4,0.0,2,0,1
4.406719247264253,0.0,4.330733340286331,4,29,1.0986122886681098,3,0.6931471805599453,2,0,1
3.044522437723423,0.6931471805599453,4.700480365792417,6,13,1.0986122886681098,4,0.6931471805599453,2,0,1
4.174387269895637,0.6931471805599453,4.5591262474866845,7,25,1.3862943611198906,4,0.6931471805599453,2,0,1
4.127134385045092,0.0,4.37462430490712,3,17,1.3862943611198906,4,0.6931471805599453,2,0,0
2.833213344056216,0.0,4.177766170361173,2,5,1.0986122886681098,4,0.6931471805599453,2,2,1
4.875197323201151,0.0,5.0770470596155075,6,9,1.0986122886681098,4,0.0,3,2,0
3.4657359027997265,0.0,4.330733340286331,9,16,1.0986122886681098,3,0.6931471805599453,2,0,1
2.833213344056216,0.0,4.68213122712422,10,1,1.0986122886681098,4,0.0,2,0,1
4.584967478670572,0.0,5.2269287704603835,10,21,1.3862943611198906,4,1.0986122886681098,2,4,0
4.990432586778736,0.6931471805599453,4.409763389645481,8,5,0.6931471805599453,3,0.0,2,0,1
3.367295829986474,0.0,4.875197323201151,10,29,0.6931471805599453,3,0.0,1,0,1
4.653960350157523,0.0,4.52124495105033,4,8,1.0986122886681098,4,1.0986122886681098,2,2,0
5.3230099791384085,0.6931471805599453,4.560068212075671,8,18,1.791759469228055,4,1.0986122886681098,2,0,0
5.393627546352362,0.0,4.6913478822291435,9,4,0.6931471805599453,3,0.0,2,0,0
5.267858159063328,0.0,4.795790545596741,6,20,1.0986122886681098,4,0.6931471805599453,2,0,0
5.497168225293202,0.0,4.501696777511816,9,4,1.9459101490553132,4,1.6094379124341003,1,0,0
5.214935757608986,0.6931471805599453,4.727387818712341,8,9,1.3862943611198906,3,0.0,2,0,0
1.6094379124341003,0.0,4.394449154672439,8,29,0.6931471805599453,3,0.6931471805599453,1,0,1
1.3862943611198906,0.0,4.90527477843843,10,10,0.0,4,0.6931471805599453,1,0,1
4.110873864173311,1.3862943611198906,5.0157554967908276,9,29,1.0986122886681098,4,0.0,2,2,1
2.833213344056216,0.0,5.062088575685172,11,7,1.791759469228055,4,0.6931471805599453,1,0,0
3.6109179126442243,0.0,4.658616161693717,5,7,0.6931471805599453,4,0.0,2,0,1
2.4849066497880004,1.0986122886681098,5.0369526024136295,8,28,1.0986122886681098,4,0.0,2,4,1
0.6931471805599453,0.0,4.6913478822291435,7,20,0.6931471805599453,4,0.0,2,0,1
5.075173815233827,0.0,4.747537427275013,8,7,0.6931471805599453,4,1.0986122886681098,2,0,0
4.948759890378168,1.0986122886681098,4.350277936359301,8,10,1.9459101490553132,4,1.3862943611198906,2,0,1
1.0986122886681098,0.0,5.099866427824199,9,15,0.6931471805599453,4,0.0,1,0,1
4.532599493153256,0.0,4.189654742026425,10,7,1.6094379124341003,3,0.0,1,0,1
5.720311776607412,0.0,4.319486116198983,10,21,1.0986122886681098,4,0.6931471805599453,2,0,0
2.4849066497880004,1.0986122886681098,4.3812763532831775,9,8,1.6094379124341003,3,0.0,2,1,1
5.634789603169249,0.0,4.709530201312334,10,12,1.3862943611198906,3,0.0,2,0,0
5.220355825078324,1.0986122886681098,4.865224091322398,10,17,1.3862943611198906,4,0.6931471805599453,3,2,0
4.7535901911063645,0.0,4.7063720664970585,5,11,1.6094379124341003,4,0.0,2,0,0
3.4657359027997265,0.0,4.394449154672439,12,28,1.0986122886681098,3,0.6931471805599453,2,0,1
4.709530201312334,1.3862943611198906,4.970507503005476,6,3,0.6931471805599453,4,0.0,2,0,1
2.995732273553991,1.0986122886681098,5.147494476813453,3,11,1.0986122886681098,4,0.6931471805599453,2,2,1
5.236441962829949,0.0,4.721618998631338,8,28,1.791759469228055,4,1.0986122886681098,2,0,0
0.6931471805599453,0.6931471805599453,4.6913478822291435,7,20,0.6931471805599453,4,0.0,2,0,1
5.1298987149230735,1.0986122886681098,4.852030263919617,10,1,0.6931471805599453,4,0.6931471805599453,2,0,0
2.6390573296152584,0.0,5.14166355650266,11,8,1.0986122886681098,2,0.0,1,0,1
4.77912349311153,0.6931471805599453,4.657762636107262,10,29,0.6931471805599453,4,1.0986122886681098,2,2,1
0.0,0.0,4.584967478670572,2,24,0.6931471805599453,4,0.0,2,0,1
4.07753744390572,0.6931471805599453,5.0369526024136295,4,5,1.3862943611198906,4,0.0,2,2,1
5.081404364984463,0.0,4.51085950651685,4,27,1.6094379124341003,4,1.0986122886681098,2,0,0
4.875197323201151,1.0986122886681098,4.945207488773801,9,29,1.3862943611198906,4,0.0,2,2,1
3.9889840465642745,0.0,4.951592753462473,6,17,1.0986122886681098,4,0.0,1,2,0
3.871201010907891,0.0,4.666265285347902,4,11,0.6931471805599453,4,0.6931471805599453,2,0,0
4.634728988229636,1.0986122886681098,4.454347296253507,11,17,1.3862943611198906,4,1.0986122886681098,2,0,0
3.295836866004329,0.6931471805599453,4.787491742782046,10,9,0.0,4,1.0986122886681098,2,0,0
1.9459101490553132,0.0,4.867534450455582,5,12,0.6931471805599453,2,0.0,1,0,1
4.31748811353631,0.0,4.919250732294404,8,28,0.0,4,0.6931471805599453,2,0,1
2.302585092994046,0.6931471805599453,5.117993812416755,7,13,1.3862943611198906,4,0.0,1,2,1
4.836281906951478,0.6931471805599453,4.763028270603671,6,17,1.0986122886681098,4,0.0,2,0,1
5.3981627015177525,0.6931471805599453,4.605170185988092,8,15,0.6931471805599453,4,0.6931471805599453,2,0,1
4.343805421853684,0.0,4.894850261102546,4,30,1.0986122886681098,4,1.0986122886681098,2,2,1
0.0,0.6931471805599453,4.189654742026425,8,1,0.0,2,0.6931471805599453,1,0,1
5.54907608489522,0.0,4.622518824322705,10,16,1.3862943611198906,4,1.0986122886681098,2,0,0
4.762173934797756,0.0,4.127134385045092,2,28,0.6931471805599453,3,1.0986122886681098,1,0,0
3.713572066704308,0.6931471805599453,4.255612709818223,1,14,1.3862943611198906,4,0.6931471805599453,2,0,1
0.6931471805599453,1.0986122886681098,4.51085950651685,8,8,0.6931471805599453,4,0.6931471805599453,2,0,1
3.9512437185814275,0.0,4.822697998516666,8,29,1.791759469228055,4,1.0986122886681098,2,2,1
4.0943445622221,0.0,4.625952725170619,6,27,1.0986122886681098,4,0.6931471805599453,2,0,0
1.3862943611198906,0.0,4.765586907393996,10,10,0.6931471805599453,4,1.0986122886681098,2,0,1
0.0,0.0,4.68213122712422,6,30,0.6931471805599453,4,0.0,2,0,1
2.6390573296152584,0.6931471805599453,4.910814958814044,11,7,0.6931471805599453,4,0.6931471805599453,1,0,1
2.4849066497880004,0.0,4.4942386252808095,10,23,1.0986122886681098,3,1.0986122886681098,2,0,1
2.8903717578961645,0.0,5.41756599436603,3,26,0.6931471805599453,4,1.0986122886681098,2,4,0
5.41610040220442,0.0,0.0,10,2,1.0986122886681098,4,0.6931471805599453,1,0,1
2.1972245773362196,0.0,4.189654742026425,9,29,1.3862943611198906,2,0.0,1,0,1
1.6094379124341003,0.0,4.454347296253507,2,12,1.0986122886681098,3,1.0986122886681098,2,0,1
5.117993812416755,0.0,4.709530201312334,11,1,1.3862943611198906,3,0.0,1,0,0
4.859812404361672,0.0,4.964591355594849,6,26,0.6931471805599453,3,1.0986122886681098,2,0,1
5.4638318050256105,0.0,4.5921862584297966,9,28,1.0986122886681098,4,0.0,2,0,0
2.5649493574615367,0.0,4.189654742026425,8,5,1.3862943611198906,2,0.0,2,0,1
1.3862943611198906,0.0,4.6443908991413725,3,7,0.6931471805599453,4,0.6931471805599453,2,0,1
4.1588830833596715,0.6931471805599453,4.700480365792417,6,9,0.6931471805599453,4,0.0,2,0,1
0.0,0.6931471805599453,0.0,10,12,0.6931471805599453,1,0.6931471805599453,1,0,1
0.0,0.0,4.394449154672439,12,23,0.6931471805599453,4,0.0,2,0,1
4.174387269895637,0.6931471805599453,4.407694381422459,7,18,1.0986122886681098,4,0.6931471805599453,2,0,1
5.958424693029782,0.6931471805599453,4.7535901911063645,10,23,0.0,3,1.0986122886681098,2,0,0
5.220355825078324,0.6931471805599453,4.583946549536464,7,11,1.6094379124341003,3,0.6931471805599453,3,0,1
4.382026634673881,0.0,4.424247650107844,3,30,1.6094379124341003,4,1.0986122886681098,2,0,0
4.060443010546419,0.6931471805599453,4.859812404361672,10,17,1.3862943611198906,4,0.6931471805599453,2,0,1
4.812184355372417,0.6931471805599453,4.465908118654584,3,27,0.6931471805599453,3,1.0986122886681098,1,0,1
2.995732273553991,0.6931471805599453,4.7545380176389145,10,29,1.791759469228055,4,1.0986122886681098,2,2,1
3.970291913552122,0.6931471805599453,4.801558999993482,12,3,1.3862943611198906,4,1.0986122886681098,2,0,1
3.4339872044851463,0.6931471805599453,4.98292145552874,7,12,1.0986122886681098,4,0.0,2,0,1
